cd_aluno,cd_curso,dt_saida,ds_motivo
305683,EST_COS_EAD,2023-05-12,Razões financeiras
369975,CIC_EAD,2023-05-12,Outros
386063,REC_HUM_EAD,2023-05-12,Outros
384010,PRO_GER_EAD,2023-05-15,Razões Particulares
351022,PRO_GER_EAD,2023-05-15,Razões Particulares
300711,PRO_GER_EAD,2023-05-15,Razões Particulares
294487,PRO_GER_EAD,2023-05-15,Razões Particulares
253144,CIC_EAD,2023-05-15,Outros
375142,TEC_INF_EAD,2023-05-15,Razões Particulares
351901,EDU_ESP_EAD,2023-05-15,Outros
342007,PRO_IND_EAD,2023-05-15,Outros
383960,LIC_PED_EAD,2023-05-15,Razões financeiras
369061,LIC_PED_EAD,2023-05-15,Outros
361460,ADE_SIS_EAD,2023-05-15,Razões Particulares
386322,LIC_PED_EAD,2023-05-15,Razões financeiras
372445,DES_INT_EAD,2023-05-15,Razões Particulares
392470,LIC_PED_EAD,2023-05-15,Outros
269377,LET_EAD,2023-05-15,Outros
385733,ENG_COA_EAD,2023-05-15,Razões Particulares
364906,LIC_PED_EAD,2023-05-15,Razões financeiras
293286,ADM_EAD,2023-05-16,Razões Particulares
351219,ADM_EAD,2023-05-16,Razões Particulares
369355,GES_COM_EAD,2023-05-16,Outros
196090,GESFIN_EAD,2023-05-16,Outros
373662,REC_HUM_EAD,2023-05-16,Outros
295440,GES_COM_EAD,2023-05-17,Razões financeiras
392093,GES_COM_EAD,2023-05-17,Irá para Curso Presencial
356245,EST_COS_EAD,2023-05-17,Dificuldade em acompanhar o curso
184436,BED_FIS_EAD,2023-05-17,Outros
328357,BED_FIS_EAD,2023-05-17,Falta de Identificação com o Curso
325617,GES_HOS_EAD,2023-05-17,Razões Particulares
354781,SER_SOC_EAD,2023-05-17,Mudança de cidade
319633,PRO_IND_EAD,2023-05-18,Outros
354269,BED_FIS_EAD,2023-05-18,Não é o objetivo cursar faculdade no momento
382076,EST_COS_EAD,2023-05-18,Razões financeiras
304202,EST_COS_EAD,2023-05-18,Falta de tempo para conciliar estudos e demais atividades
336325,BED_FIS_EAD,2023-05-18,Doença
369185,BED_FIS_EAD,2023-05-18,Falta de tempo para conciliar estudos e demais atividades
355435,BED_FIS_EAD,2023-05-18,Insatisfação com o PIPA
266866,ED.FIS_EAD,2023-05-18,Falta de tempo para conciliar estudos e demais atividades
372232,LIC_PED_EAD,2023-05-18,Dúvida sobre escolha do curso
228026,ADM_EAD,2023-05-18,Outros
284096,ADM_EAD,2023-05-18,Outros
383080,BED_FIS_EAD,2023-05-18,Mudança de cidade
249690,ADM_EAD,2023-05-18,Outros
332303,LIC_PED_EAD,2023-05-18,Falta de tempo para conciliar estudos e demais atividades
336970,LIC_PED_EAD,2023-05-18,Não é o objetivo cursar faculdade no momento
383110,TEC_INF_EAD,2023-05-18,Dúvida sobre escolha do curso
382939,REC_HUM_EAD,2023-05-19,Outros
363837,ADE_SIS_EAD,2023-05-19,Falta de tempo para conciliar estudos e demais atividades
388830,GES_PUB_EAD,2023-05-19,Falta de Identificação com o Curso
310291,ADM_EAD,2023-05-19,Doença
375029,LIC_PED_EAD,2023-05-19,Falta de tempo para conciliar estudos e demais atividades
393086,REC_HUM_EAD,2023-05-19,Outros
345766,PRO_IND_EAD,2023-05-19,Desemprego
386560,ADM_EAD,2023-05-19,Outros
367034,CIC_EAD,2023-05-19,Razões financeiras
388813,GES_PUB_EAD,2023-05-19,Doença
277400,CIC_EAD,2023-05-19,Dificuldade em acompanhar o curso
257751,CIC_EAD,2023-05-19,Desemprego
339375,CIC_EAD,2023-05-19,Aprovado em Faculdade Federal 
293251,CIC_EAD,2023-05-19,Razões Particulares
358310,ADM_EAD,2023-05-19,Outros
373760,LOG_EAD,2023-05-19,Outros
377986,REC_HUM_EAD,2023-05-19,Outros
359171,LIC_LET_EAD,2023-05-19,Outros
379440,LOG_EAD,2023-05-22,Razões financeiras
384745,REC_HUM_EAD,2023-05-22,Outros
306620,ADM_EAD,2023-05-22,Razões Particulares
366054,REC_HUM_EAD,2023-05-22,Outros
371325,BED_FIS_EAD,2023-05-22,Não se adaptou a modalidade EAD
381800,GES_MAR_EAD,2023-05-22,Mudança de cidade
231728,PED_EAD,2023-05-22,Razões Particulares
373018,DES_INT_EAD,2023-05-22,Insatisfação com o PIPA
382390,SER_SOC_EAD,2023-05-22,Doença
280133,PED_EAD,2023-05-22,Dificuldade em acompanhar o curso
382896,LOG_EAD,2023-05-22,Outros
362652,LIC_PED_EAD,2023-05-22,Falta de Identificação com o Curso
371193,BED_FIS_EAD,2023-05-23,Razões financeiras
368138,ADM_EAD,2023-05-23,Falta de tempo para conciliar estudos e demais atividades
237467,REC_HUM_EAD,2023-05-23,Outros
360951,ADM_EAD,2023-05-23,Falta de tempo para conciliar estudos e demais atividades
364973,LOG_EAD,2023-05-23,Outros
391652,LIC_PED_EAD,2023-05-23,Falta de equipamento para estudar
380103,ADE_SIS_EAD,2023-05-23,Desemprego
381754,ENG_SOF_EAD,2023-05-23,Falta de Identificação com o Curso
390265,SER_SOC_EAD,2023-05-23,Doença
258774,PRO_GER_EAD,2023-05-24,Falta de tempo para conciliar estudos e demais atividades
369142,PRO_GER_EAD,2023-05-24,Razões Particulares
377323,ADE_SIS_EAD,2023-05-24,Falta de tempo para conciliar estudos e demais atividades
345049,GES_AGR_EAD,2023-05-24,Falta de tempo para conciliar estudos e demais atividades
387981,PRO_IND_EAD,2023-05-24,Venda com Inconsistência
376645,LIC_PED_EAD,2023-05-25,Razões financeiras
378168,LIC_PED_EAD,2023-05-25,Aprovado em Faculdade Federal 
384028,LIC_PED_EAD,2023-05-25,Falta de Identificação com o Curso
374367,LIC_PED_EAD,2023-05-25,Falta de Identificação com o Curso
320704,LIC_LET_EAD,2023-05-25,Outros
371619,LIC_PED_EAD,2023-05-25,Desemprego
390982,LIC_PED_EAD,2023-05-25,Dificuldade em acompanhar o curso
353432,PRO_IND_EAD,2023-05-25,Mudança de curso
295556,EDU_ESP_EAD,2023-05-25,Razões financeiras
387353,LIC_HIS_EAD,2023-05-25,Outros
379482,LIC_PED_EAD,2023-05-25,Falta de Identificação com o Curso
362750,ADE_SIS_EAD,2023-05-25,Falta de tempo para conciliar estudos e demais atividades
359066,ADM_EAD,2023-05-26,Falta de tempo para conciliar estudos e demais atividades
374685,GESFIN_EAD,2023-05-26,Outros
333644,REC_HUM_EAD,2023-05-26,Dificuldade em acompanhar o curso
371929,REC_HUM_EAD,2023-05-26,Razões Particulares
364060,CIC_EAD,2023-05-26,Outros
382572,LIC_PED_EAD,2023-05-26,Outros
282438,PED_EAD,2023-05-26,Razões financeiras
390540,GES_COM_EAD,2023-05-26,Falta de tempo para conciliar estudos e demais atividades
387868,GES_AMB_EAD,2023-05-26,Falta de tempo para conciliar estudos e demais atividades
377463,EST_COS_EAD,2023-05-26,Não se adaptou a Plataforma de Estudos (Moodle/Portal)
365910,ED.FIS_EAD,2023-05-26,Falta de Identificação com o Curso
378940,BED_FIS_EAD,2023-05-26,Razões financeiras
384249,PRO_GER_EAD,2023-05-26,Falta de equipamento para estudar
340306,PRO_IND_EAD,2023-05-26,Razões profissionais
391377,SER_SOC_EAD,2023-05-26,Mudança de cidade
391075,LED_FIS_EAD,2023-05-29,Falta de tempo para conciliar estudos e demais atividades
246369,ED.FIS_EAD,2023-05-29,Não se adaptou a Plataforma de Estudos (Moodle/Portal)
264600,EST_COS_EAD,2023-05-29,Razões financeiras
348617,ED.FIS_EAD,2023-05-29,Insatisfação
363063,BED_FIS_EAD,2023-05-29,Razões Particulares
366704,CIC_EAD,2023-05-29,Razões financeiras
330459,LED_FIS_EAD,2023-05-29,Razões financeiras
320470,REC_HUM_EAD,2023-05-29,Mudança de cidade
388193,GES_PUB_EAD,2023-05-29,Razões profissionais
385555,EST_COS_EAD,2023-05-29,Razões financeiras
365953,EST_COS_EAD,2023-05-29,Razões financeiras
341596,LED_FIS_EAD,2023-05-30,Razões financeiras
368049,LED_FIS_EAD,2023-05-30,Razões financeiras
302129,EST_COS_EAD,2023-05-30,Não se adaptou a modalidade EAD
385660,REC_HUM_EAD,2023-05-30,Irá para Curso Presencial
388228,CIC_EAD,2023-05-30,Outros
360698,REC_HUM_EAD,2023-05-30,Razões financeiras
357713,LIC_PED_EAD,2023-05-30,Outros
332249,LIC_PED_EAD,2023-05-30,Falta de tempo para conciliar estudos e demais atividades
328071,GES_AGR_EAD,2023-05-30,Doença
385610,GES_COM_EAD,2023-05-31,Falta de tempo para conciliar estudos e demais atividades
199498,REC_HUM_EAD,2023-05-31,Razões financeiras
309247,LIC_PED_EAD,2023-05-31,Doença
349791,LIC_PED_EAD,2023-05-31,Falta de tempo para conciliar estudos e demais atividades
320151,LIC_PED_EAD,2023-05-31,Doença
335833,CIC_EAD,2023-05-31,Falta de Identificação com o Curso
388104,LOG_EAD,2023-05-31,Doença
307180,LIC_PED_EAD,2023-05-31,Razões Particulares
323851,GES_REC_HUM,2023-05-31,Gestação/RN
307290,HIST_EAD,2023-05-31,Dificuldade em acompanhar o curso
375150,LIC_PED_EAD,2023-05-31,Dificuldade em acompanhar o curso
366364,LIC_PED_EAD,2023-05-31,Razões financeiras
359848,LIC_PED_EAD,2023-05-31,Não se adaptou a modalidade EAD
359384,LIC_PED_EAD,2023-05-31,Razões Particulares
355419,LIC_PED_EAD,2023-05-31,Insatisfação
229286,LIC_PED_EAD,2023-06-01,Outros
166110,LED_FIS_EAD,2023-06-01,Razões Particulares
372917,LIC_GEO_EAD,2023-06-01,Auditoria
269857,REC_HUM_EAD,2023-06-01,Doença
358663,LED_FIS_EAD,2023-06-01,Não se adaptou a modalidade EAD
367727,GES_COM_EAD,2023-06-01,Não é o objetivo cursar faculdade no momento
362121,LIC_PED_EAD,2023-06-01,Mudança de curso
391399,LIC_LET_EAD,2023-06-01,Insatisfação
372461,LED_FIS_EAD,2023-06-01,Razões Particulares
351766,REC_HUM_EAD,2023-06-01,Razões financeiras
364744,EST_COS_EAD,2023-06-01,Dúvida sobre escolha do curso
371096,LIC_LET_EAD,2023-06-01,Doença
361648,EDU_ESP_EAD,2023-06-01,Dificuldade em acompanhar o curso
391895,REC_HUM_EAD,2023-06-02,Insatisfação
364817,CIC_EAD,2023-06-02,Razões financeiras
311250,ADM_EAD,2023-06-02,Razões financeiras
375598,ADM_EAD,2023-06-02,Falta de tempo para conciliar estudos e demais atividades
333938,LED_FIS_EAD,2023-06-02,Irá para Curso Presencial
348900,LOG_EAD,2023-06-02,Sem acesso a Internet
365767,CIC_EAD,2023-06-02,Falta de tempo para conciliar estudos e demais atividades
288550,BED_FIS_EAD,2023-06-02,Não se adaptou a modalidade EAD
1790000464,GES_AMB_EAD,2023-06-02,Razões financeiras
378753,BED_FIS_EAD,2023-06-02,Razões financeiras
224730,EST_COS_EAD,2023-06-02,Gestação/RN
377552,BED_FIS_EAD,2023-06-02,Falta de Identificação com o Curso
384745,REC_HUM_EAD,2023-06-02,Outros
384036,BED_FIS_EAD,2023-06-02,Irá para Curso Presencial
333067,CIC_EAD,2023-06-02,Falta de Identificação com o Curso
388520,EST_COS_EAD,2023-06-02,Não se adaptou a modalidade EAD
370213,CIC_EAD,2023-06-02,Razões Particulares
359244,CIC_EAD,2023-06-02,Falta de tempo para conciliar estudos e demais atividades
388520,EST_COS_EAD,2023-06-02,Outros
390117,ADM_EAD,2023-06-02,Não se adaptou a modalidade EAD
280605,ADM_EAD,2023-06-02,Falta de tempo para conciliar estudos e demais atividades
359970,GESFIN_EAD,2023-06-02,Doença
382637,LIC_PED_EAD,2023-06-03,Não se adaptou a modalidade EAD
392837,BED_FIS_EAD,2023-06-05,Doença
254043,BED_FIS_EAD,2023-06-05,Falta de tempo para conciliar estudos e demais atividades
388767,BED_FIS_EAD,2023-06-05,Falta de tempo para conciliar estudos e demais atividades
368758,ADM_EAD,2023-06-05,Falta de tempo para conciliar estudos e demais atividades
375878,BED_FIS_EAD,2023-06-05,Doença
186366,GESFIN_EAD,2023-06-05,Doença
277426,PRO_GER_EAD,2023-06-05,Razões financeiras
315530,SER_SOC_EAD,2023-06-05,Mudança de curso
361389,LIC_PED_EAD,2023-06-05,Falta de tempo para conciliar estudos e demais atividades
357492,LIC_PED_EAD,2023-06-05,Razões financeiras
382408,CIC_EAD,2023-06-05,Doença
378524,ADM_EAD,2023-06-05,Desemprego
394643,PRO_IND_EAD,2023-06-05,Dúvida sobre escolha do curso
382661,LIC_PED_EAD,2023-06-05,Razões financeiras
390850,SAU_PUB_EAD,2023-06-05,Não possui Ensino Médio
354412,BED_FIS_EAD,2023-06-06,Não é o objetivo cursar faculdade no momento
376289,ADM_EAD,2023-06-06,Falta de tempo para conciliar estudos e demais atividades
344897,ADM_EAD,2023-06-06,Falta de tempo para conciliar estudos e demais atividades
390672,PRO_GER_EAD,2023-06-06,Razões Particulares
379024,PRO_IND_EAD,2023-06-06,Viagem
366356,LIC_PED_EAD,2023-06-06,Razões financeiras
392462,ADE_SIS_EAD,2023-06-06,Falta de tempo para conciliar estudos e demais atividades
375100,ENG_SOF_EAD,2023-06-06,Falta de Identificação com Metodologia
332478,GES_HOS_EAD,2023-06-06,Desemprego
380880,DES_INT_EAD,2023-06-06,Dificuldade em acompanhar o curso
388821,GES_AGR_EAD,2023-06-06,Razões financeiras
366526,GES_PUB_EAD,2023-06-06,Razões Particulares
384826,REC_HUM_EAD,2023-06-07,Insatisfação
337836,EST_COS_EAD,2023-06-07,Razões financeiras
387159,BED_FIS_EAD,2023-06-07,Razões financeiras
362865,LIC_PED_EAD,2023-06-07,Falta de tempo para conciliar estudos e demais atividades
374413,REC_HUM_EAD,2023-06-07,Falta de Identificação com o Curso
366577,GES_HOS_EAD,2023-06-07,Desemprego
311624,GES_HOS_EAD,2023-06-07,Doença
323053,LIC_PED_EAD,2023-06-07,Doença
361575,LIC_PED_EAD,2023-06-07,Razões Particulares
358833,ADM_EAD,2023-06-09,Razões financeiras
362083,REC_HUM_EAD,2023-06-09,Razões financeiras
390745,BED_FIS_EAD,2023-06-09,Desemprego
390583,BED_FIS_EAD,2023-06-09,Razões financeiras
364442,LED_FIS_EAD,2023-06-09,Falta de Identificação com o Curso
376637,LIC_PED_EAD,2023-06-09,Razões financeiras
382033,DES_INT_EAD,2023-06-09,Falta de Identificação com o Curso
281291,BED_FIS_EAD,2023-06-09,Falta de tempo para conciliar estudos e demais atividades
382041,EDU_ESP_EAD,2023-06-09,Não é o objetivo cursar faculdade no momento
330173,PRO_GER_EAD,2023-06-09,Falta de tempo para conciliar estudos e demais atividades
1790001926,LOGIST,2023-06-09,Outros
361490,BED_FIS_EAD,2023-06-09,Doença
384281,PRO_GER_EAD,2023-06-09,Desemprego
383102,BED_FIS_EAD,2023-06-09,Falta de Identificação com o Curso
376327,MAT_EAD,2023-06-09,Dificuldade em acompanhar o curso
333075,BED_FIS_EAD,2023-06-09,Irá para Curso Presencial
368847,EST_COS_EAD,2023-06-10,Gestação/RN
209510,BED_FIS_EAD,2023-06-10,Razões Particulares
368290,LED_FIS_EAD,2023-06-10,Razões financeiras
367131,ADM_EAD,2023-06-12,Falta de tempo para conciliar estudos e demais atividades
256275,ADM_EAD,2023-06-12,Razões Particulares
340187,GES_COM_EAD,2023-06-12,Não se adaptou a modalidade EAD
363080,ADM_EAD,2023-06-12,Falta de tempo para conciliar estudos e demais atividades
370175,ADE_SIS_EAD,2023-06-12,Razões financeiras
389054,ADE_SIS_EAD,2023-06-12,Falta de tempo para conciliar estudos e demais atividades
325668,REC_HUM_EAD,2023-06-13,Fechamento da Unidade
364884,CIC_EAD,2023-06-13,Irá para Curso Presencial
314461,CIC_EAD,2023-06-13,Mudança de cidade
395860,BED_FIS_EAD,2023-06-13,Outros
362431,LED_FIS_EAD,2023-06-13,Razões financeiras
302366,LED_FIS_EAD,2023-06-13,Não é o objetivo cursar faculdade no momento
378966,ADM_EAD,2023-06-14,Razões Particulares
227160,PED_EAD,2023-06-14,Razões financeiras
334055,LIC_PED_EAD,2023-06-14,Falta de tempo para conciliar estudos e demais atividades
339006,LED_FIS_EAD,2023-06-15,Razões financeiras
391270,ADE_SIS_EAD,2023-06-15,Não se adaptou a modalidade EAD
392829,LIC_PED_EAD,2023-06-15,Irá para Curso Presencial
129885,ADM_EAD,2023-06-15,Falta de tempo para conciliar estudos e demais atividades
349575,PED_EAD,2023-06-15,Não se adaptou a modalidade EAD
393167,GES_HOS_EAD,2023-06-15,Mudança de cidade
356690,ADM_EAD,2023-06-16,Não se adaptou a modalidade EAD
354668,BED_FIS_EAD,2023-06-16,Insatisfação com Atendimento Unidade
221935,REC_HUM_EAD,2023-06-16,Outros
319536,PRO_IND_EAD,2023-06-16,Outros
382497,GESFIN_EAD,2023-06-16,Razões Particulares
362083,REC_HUM_EAD,2023-06-16,Outros
228310,EDU.ESP_EAD,2023-06-16,Dificuldade em acompanhar o curso
391407,DES_INT_EAD,2023-06-16,Dúvida sobre escolha do curso
375312,ADE_SIS_EAD,2023-06-16,Falta de tempo para conciliar estudos e demais atividades
389224,PRO_IND_EAD,2023-06-16,Razões financeiras
281636,ADM_EAD,2023-06-17,Outros
282039,LOGIST,2023-06-19,Desemprego
372599,ADE_SIS_EAD,2023-06-19,Razões financeiras
348803,GES_PUB_EAD,2023-06-19,Razões financeiras
190142,LIC_PED_EAD,2023-06-19,Outros
295098,TEC_INF_EAD,2023-06-19,Falta de tempo para conciliar estudos e demais atividades
365104,ADM_EAD,2023-06-19,Falta de tempo para conciliar estudos e demais atividades
348587,LIC_LET_EAD,2023-06-19,Insatisfação
389062,PRO_IND_EAD,2023-06-19,Razões Particulares
394872,SER_SOC_EAD,2023-06-20,Razões financeiras
365627,ADM_EAD,2023-06-20,Não se adaptou a modalidade EAD
295173,PRO_IND_EAD,2023-06-20,Outros
355958,GES_HOS_EAD,2023-06-20,Doença
101157,ADE_SIS_EAD,2023-06-20,Falta de tempo para conciliar estudos e demais atividades
383145,ADM_EAD,2023-06-21,Desemprego
365279,GES_AMB_EAD,2023-06-21,Outros
345707,REC_HUM_EAD,2023-06-21,Dificuldade em acompanhar o curso
357977,CIC_EAD,2023-06-21,Não se adaptou a modalidade EAD
358752,BED_FIS_EAD,2023-06-21,Desemprego
373557,LED_FIS_EAD,2023-06-21,Falta de Identificação com o Curso
359589,GESFIN_EAD,2023-06-21,Falta de tempo para conciliar estudos e demais atividades
342619,BED_FIS_EAD,2023-06-21,Razões financeiras
390036,GESFIN_EAD,2023-06-21,Falta de Identificação com o Curso
357314,LED_FIS_EAD,2023-06-21,Falta de Identificação com o Curso
392403,EST_COS_EAD,2023-06-21,Razões Particulares
384419,EST_COS_EAD,2023-06-21,Falta de Identificação com Metodologia
360590,GESFIN_EAD,2023-06-21,Falta de tempo para conciliar estudos e demais atividades
303791,EST_COS_EAD,2023-06-21,Razões Particulares
313236,LED_FIS_EAD,2023-06-21,Dificuldade em acompanhar o curso
1790003029,ADM_EAD,2023-06-21,Outros
357489,PRO_IND_EAD,2023-06-21,Razões financeiras
364418,REC_HUM_EAD,2023-06-22,Falta de tempo para conciliar estudos e demais atividades
345707,REC_HUM_EAD,2023-06-22,Outros
392403,ADM_EAD,2023-06-22,Falta de tempo para conciliar estudos e demais atividades
266106,ED.FIS_EAD,2023-06-22,Falta de tempo para conciliar estudos e demais atividades
368618,REC_HUM_EAD,2023-06-22,Outros
209315,PED_EAD,2023-06-22,Doença
315042,BED_FIS_EAD,2023-06-23,Falta de tempo para conciliar estudos e demais atividades
374804,BED_FIS_EAD,2023-06-23,Não é o objetivo cursar faculdade no momento
298032,ADM_EAD,2023-06-23,Razões financeiras
1790001835,ADM_EAD,2023-06-23,Razões financeiras
216842,ADE_SIS_EAD,2023-06-23,Falta de Identificação com o Curso
387434,GES_AGR_EAD,2023-06-23,Razões financeiras
296722,CIC_EAD,2023-06-23,Desemprego
385342,BED_FIS_EAD,2023-06-23,Falta de tempo para conciliar estudos e demais atividades
1790002167,PRO_GER_EAD,2023-06-23,Mudança de cidade
325021,LIC_PED_EAD,2023-06-23,Razões financeiras
350897,LIC_PED_EAD,2023-06-23,Razões financeiras
169801,LIC_HIS_EAD,2023-06-24,Razões Particulares
392063,ADM_EAD,2023-06-26,Irá para Curso Presencial
389674,LOG_EAD,2023-06-26,Dificuldade em acompanhar o curso
385496,EST_COS_EAD,2023-06-26,Doença
395402,LED_FIS_EAD,2023-06-26,Venda com Inconsistência
318076,LED_FIS_EAD,2023-06-26,Irá para Curso Presencial
335540,REC_HUM_EAD,2023-06-26,Falta de Identificação com o Curso
372143,LIC_PED_EAD,2023-06-26,Falta de Identificação com Metodologia
387833,PRO_IND_EAD,2023-06-26,Razões financeiras
388279,DES_INT_EAD,2023-06-27,Falta de tempo para conciliar estudos e demais atividades
388279,DES_INT_EAD,2023-06-27,Falta de tempo para conciliar estudos e demais atividades
342821,SER_SOC_EAD,2023-06-27,Falta de tempo para conciliar estudos e demais atividades
358248,LOG_EAD,2023-06-27,Outros
328462,REC_HUM_EAD,2023-06-27,Dificuldade em acompanhar o curso
385741,GES_AGR_EAD,2023-06-27,Razões financeiras
301637,CIC_EAD,2023-06-28,Mudança de cidade
384907,BED_FIS_EAD,2023-06-28,Razões financeiras
391814,GES_HOS_EAD,2023-06-28,Falta de tempo para conciliar estudos e demais atividades
320151,LIC_PED_EAD,2023-06-28,Outros
381091,GES_MAR_EAD,2023-06-28,Falta de tempo para conciliar estudos e demais atividades
364035,GESFIN_EAD,2023-06-29,Falta de tempo para conciliar estudos e demais atividades
377129,ADM_EAD,2023-06-29,Falta de tempo para conciliar estudos e demais atividades
384257,CIC_EAD,2023-06-29,Doença
386438,REC_HUM_EAD,2023-06-29,Falta de tempo para conciliar estudos e demais atividades
368650,PRO_IND_EAD,2023-06-29,Outros
327822,LOG_EAD,2023-06-29,Razões profissionais
385644,REC_HUM_EAD,2023-06-29,Falta de tempo para conciliar estudos e demais atividades
326702,LIC_PED_EAD,2023-06-29,Irá para Curso Presencial
137284,CIC_EAD,2023-06-30,Falta de tempo para conciliar estudos e demais atividades
228883,PROC_GERE,2023-06-30,Falta de tempo para conciliar estudos e demais atividades
369533,GES_COM_EAD,2023-06-30,Falta de tempo para conciliar estudos e demais atividades
367735,DES_INT_EAD,2023-06-30,Falta de tempo para conciliar estudos e demais atividades
384850,ENG_SOF_EAD,2023-06-30,Dúvida sobre escolha do curso
391768,SER_SOC_EAD,2023-06-30,Falta de tempo para conciliar estudos e demais atividades
371880,LOG_EAD,2023-06-30,Razões financeiras
232708,PRO_GER_EAD,2023-06-30,Dificuldade em acompanhar o curso
381231,REC_HUM_EAD,2023-06-30,Mudança de cidade
363697,ADM_EAD,2023-06-30,Falta de tempo para conciliar estudos e demais atividades
354480,GES_HOS_EAD,2023-06-30,Irá para Curso Presencial
338565,LED_FIS_EAD,2023-06-30,Falta de tempo para conciliar estudos e demais atividades
380796,LIC_PED_EAD,2023-06-30,Falta de Identificação com Metodologia
375444,PRO_GER_EAD,2023-07-03,Outros
329469,EST_COS_EAD,2023-07-03,Falta de tempo para conciliar estudos e demais atividades
245214,PRO_GER_EAD,2023-07-03,Desemprego
338565,LED_FIS_EAD,2023-07-03,Outros
338565,LED_FIS_EAD,2023-07-03,Outros
302463,LIC_PED_EAD,2023-07-03,Falta de tempo para conciliar estudos e demais atividades
380235,EST_COS_EAD,2023-07-04,Outros
380235,EST_COS_EAD,2023-07-04,Não é o objetivo cursar faculdade no momento
359988,EST_COS_EAD,2023-07-04,Outros
359988,EST_COS_EAD,2023-07-04,Não é o objetivo cursar faculdade no momento
294851,EST_COS_EAD,2023-07-04,Irá para Curso Presencial
196499,PED_EAD,2023-07-04,Outros
196499,PED_EAD,2023-07-04,Outros
201012,EST_COS_EAD,2023-07-04,Outros
201012,EST_COS_EAD,2023-07-04,Falta de Identificação com o Curso
344921,LIC_LET_EAD,2023-07-05,Outros
379628,BED_FIS_EAD,2023-07-05,Outros
379628,BED_FIS_EAD,2023-07-05,Não é o objetivo cursar faculdade no momento
357918,REC_HUM_EAD,2023-07-05,Falta de tempo para conciliar estudos e demais atividades
379709,REC_HUM_EAD,2023-07-05,Outros
379709,REC_HUM_EAD,2023-07-05,Outros
395780,LIC_LET_EAD,2023-07-05,Irá para Curso Presencial
143047,PRO_GER_EAD,2023-07-05,Outros
367166,PRO_GER_EAD,2023-07-05,Doença
192471,ENF,2023-07-05,Outros
398070,EDU.ESP_EAD,2023-07-05,Inscrição não confirmada
393515,BED_FIS_EAD,2023-07-06,Razões Particulares
264715,ED.FIS_EAD,2023-07-06,Outros
264715,ED.FIS_EAD,2023-07-06,Insatisfação
396948,GESFIN_EAD,2023-07-06,Falta de Identificação com o Curso
341485,LED_FIS_EAD,2023-07-07,Outros
341485,LED_FIS_EAD,2023-07-07,Razões financeiras
280052,ADM_EAD,2023-07-07,Outros
391431,LOG_EAD,2023-07-07,Falta de tempo para conciliar estudos e demais atividades
391431,LOG_EAD,2023-07-07,Falta de tempo para conciliar estudos e demais atividades
359279,PED_EAD,2023-07-07,Outros
359279,PED_EAD,2023-07-07,Razões financeiras
1790002551,PED_EAD,2023-07-07,Não realizou a rematrícula
378826,SAU_PUB_EAD,2023-07-07,Falta de tempo para conciliar estudos e demais atividades
369274,ADM_EAD,2023-07-07,Falta de tempo para conciliar estudos e demais atividades
369274,ADM_EAD,2023-07-07,Falta de tempo para conciliar estudos e demais atividades
386683,GES_MAR_EAD,2023-07-07,Razões financeiras
364779,REC_HUM_EAD,2023-07-10,Razões financeiras
369576,REC_HUM_EAD,2023-07-10,Razões financeiras
250331,LOG_EAD,2023-07-10,Falta de tempo para conciliar estudos e demais atividades
361087,ADM_EAD,2023-07-10,Falta de tempo para conciliar estudos e demais atividades
361087,ADM_EAD,2023-07-10,Venda com Inconsistência
294029,ED.FIS_EAD,2023-07-11,Outros
294029,ED.FIS_EAD,2023-07-11,Razões Particulares
230640,GES_AMB_EAD,2023-07-11,Não possui Ensino Médio
365096,ADM_EAD,2023-07-11,Razões Particulares
371686,DES_INT_EAD,2023-07-11,Falta de Identificação com o Curso
183367,ADM_EAD,2023-07-11,Outros
183367,ADM_EAD,2023-07-11,Outros
387973,TEC_INF_EAD,2023-07-11,Falta de tempo para conciliar estudos e demais atividades
184533,PED_EAD,2023-07-12,Mudança de País
1790002477,PED_EAD,2023-07-12,Razões financeiras
376211,LIC_PED_EAD,2023-07-12,Falta de Identificação com o Curso
376211,LIC_PED_EAD,2023-07-12,Outros
369541,ADE_SIS_EAD,2023-07-12,Dificuldade em acompanhar o curso
364329,LOG_EAD,2023-07-13,Falta de tempo para conciliar estudos e demais atividades
346835,REC_HUM_EAD,2023-07-13,Razões financeiras
359945,ADM_EAD,2023-07-13,Irá para Curso Presencial
362083,LIC_PED_EAD,2023-07-13,Razões Particulares
380847,LIC_PED_EAD,2023-07-13,Doença
366879,LIC_PED_EAD,2023-07-13,Razões financeiras
362369,BED_FIS_EAD,2023-07-13,Outros
362369,BED_FIS_EAD,2023-07-13,Razões financeiras
367620,LIC_PED_EAD,2023-07-13,Razões financeiras
246571,ED.FIS_EAD,2023-07-13,Irá para Curso Presencial
380006,BED_FIS_EAD,2023-07-13,Razões Particulares
325684,BED_FIS_EAD,2023-07-13,Razões Particulares
122171,LED_FIS_EAD,2023-07-13,Outros
122171,LED_FIS_EAD,2023-07-13,Razões financeiras
122171,LED_FIS_EAD,2023-07-13,Outros
122171,LED_FIS_EAD,2023-07-13,Outros
122171,LED_FIS_EAD,2023-07-13,Razões financeiras
371775,PED_EAD,2023-07-13,Razões financeiras
392624,BED_FIS_EAD,2023-07-13,Razões Particulares
200970,LED_FIS_EAD,2023-07-14,Razões financeiras
392675,ADM_EAD,2023-07-14,Gestação/RN
